ProjectID,Partner,Project,Project_Status,Pillars_supported_by_project,Activities_conducted,Other_nonpPillar_activities,Implementing_partner,Regions,Districts
ID-43,Doctors with Africa CUAMM,COVID-19 activities only,ongoing project,"Coordination, Infection prevention, Surveillance, Case management, WASH, ICT innovations, Risk communications, Logistics, Human resource","Activation of National Task Force, district task force and sub-committees, Develop and issue information products including situational reports on COVID-19, Orientation for surge staff Technical support to local governments on COVID-19, Strengthen capacity of EHD and districts for WASH coordination, monitoring, supervision and information management,Revise and disseminate adapted IPC standard operating procedures and strategy for IPC and hospital acquired infections for COVID-19 to health facilities, Procure or construct IPC materials for health facilities, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions,Printing and distribution of tools: case definition, case investigation, contact tracing, alert verificatio, immediate reporting forms, Orient Health workers on COVID-19 surveillance, Identify all centres of risk and assess them for potential foci of undetected circulation of the virus,Contact identification, contact tracing, and contact follow up and contacts of contacts, Orientation of Health care workers in Regional Referral Hospitals, Severe Acute Respiratory Illness (SARI) sentinel sites on mangemnet of suspect and confirmed cases, Assess public and private health facilities for COVID-19 readiness (including IPC capacity, on-site Oxygen production and supply, and logistics) on a quarterly basis. Activate Ambulance services to aid referral of patients, Delivery of medicines to patients isolated at home. This could also cover other conditions like HIV, NCDs (To be piloted), Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Strengthen the District routine reporting data, Personnel, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of medicines and supplies for patient management, Procure disinfection consumables and biohazard waste management (bin liners, alcohol hand rub, jiks, spray pumps), Procurement of infared thermometers, Procurement of other medical equipment, Purchase Megaphones for VHTs for use at sub county level, Printing of the Public Health (COVID 19) Statutory Instrument, Procurement of sanitizers, Procurement of soap, Chlorination, Procure boots, Facilitation for Laboratory field sample collection officers and riders - Central region",,,"Karamoja, Lango","Moroto, Nakapiripirit, Napak, Amudat, Nabilatuk, Oyam"
ID-44,Doctors with Africa CUAMM,COVID-19 Activities only,ongoing project,"Case management, ICT innovations, other","Orientation of Health care workers in Regional Referral Hospitals, Severe Acute Respiratory Illness (SARI) sentinel sites on mangemnet of suspect and confirmed cases, Assess public and private health facilities for COVID-19 readiness (including IPC capacity, on-site Oxygen production and supply, and logistics) on a quarterly basis. Activate Ambulance services to aid referral of patients, Delivery of medicines to patients isolated at home. This could also cover other conditions like HIV, NCDs (To be piloted), Strengthen the District routine reporting data ",,,Karamoja,"Moroto, Nakapiripirit, Napak, Amudat, Nabilatuk"
ID-45,LifeNet International,Medical Training & Quality of Care Improvement,ongoing project,"Coordination, Infection prevention, Surveillance, Case management, WASH, ICT innovations,  Risk communications, Logistics, other","Develop and issue information products including situational reports on COVID-19, Strengthen capacity of EHD and districts for WASH coordination, monitoring, supervision and information management, Revise and disseminate adapted IPC standard operating procedures and strategy for IPC and hospital acquired infections for COVID-19 to health facilities, Procure or construct IPC materials for health facilities, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Conduct surveillance for Hospital acquired infections for COVID-19 in health facilities, Orient Health workers on COVID-19 surveillance, Assess public and private health facilities for COVID-19 readiness (including IPC capacity, on-site Oxygen production and supply, and logistics) on a quarterly basis. Delivery of medicines to patients isolated at home. This could also cover other conditions like HIV, NCDs (To be piloted), Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist. Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, improvement of WASH supplies personnel, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of infared thermometers, Offloadingand transportation of commoditiesProcurement of sanitizers, Procurement of soap, Procurement of water tanks Water, Sanitation & Hygiene transportation, last mile distribution, and other logistics costs",,,"Busoga, Kampala, North Buganda, South Buganda","Iganga, Jinja, Mayuge, Kampala, Buikwe, Luwero, Nakasongola, Mubende, Mukono, Nakaseke, Mityana, Masaka, Wakiso, Bukomansimbi, Mpigi, Lwengo, Ssembabule, Butambala, Rakai, Iganga"
ID-46,Broederlijk Delen,COVID-19 activities only,ongoing project,"Risk communications, other",Cash ,,"FAPAD in Lira and Amolatar, KRC in Fort Portal / Kabarole","Lango, Toro","Amolatar, Lira, Kabarole"
ID-47,Danish Refugee Council,UNHCR protection programming (refugee support),ongoing project,"Coordination, Case management, WASH, ICT innovations, Mental health, Risk communications, Logistics, Human resource","Accomodation and food assistance for quarantineed individuals in hotels, Welfare and food assistance for quarantineed individuals in other institutions, Delivery of medicines to patients isolated at home. This could also cover other conditions like HIV, NCDs (To be piloted), Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, improvement of WASH Implement Budget tracking and activity reporting system for the COVID-19 response, Widen scope of implementation of eMeeting, Emergency Hotline, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virusSupervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, Personnel, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Ensure remuneration and compensation of responders",,HADS in Lobule,West Nile,"Arua, Koboko"
ID-48,Danish Refugee Council,NURI,ongoing project,"Coordination, Risk communications, Logistics, Human resource","Technical support to local governments on COVID-19, Strengthen capacity of EHD and districts for WASH coordination, monitoring, supervision and information management, Personnel, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Ensure remuneration and compensation of responders",Cash for work for communities (small group of 5) and fuel support to district task force,,"Acholi, West Nile","Lamwo, Kitgum, Agago, Pakwach, Zombo, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo"
ID-49,Danish Refugee Council,DANIDA protection programming (refugee support),ongoing project,"WASH, Risk communications, Human resource","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community,supplies personnel, Ensure remuneration and compensation of responders",,,West Nile,Arua
ID-5,Self Help Africa,"Increasing Household Income and Livelihoods for Women and Youth in Teso, North-east Uganda",ongoing project,"Infection prevention, WASH, Risk communications, Logistics, other","Revise and disseminate adapted IPC standard operating procedures and strategy for IPC and hospital acquired infections for COVID-19 to health facilities, Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist. Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, ",Distribution of assorted seeds and inputs for 1000 households,"Volutary Action for Development (VAD), District Local Government (DLG)",Teso,Kapelebyong
ID-50,Danish Refugee Council,EUTF Support Programme to the Refugee Settlements and Host Communities in Northern Uganda (SPRS-NU),ongoing project,"Risk communications, Logistics, Human resource","Personnel, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Ensure remuneration and compensation of responders","Direct materials support to district task force (fuel, transport","CEFORD, Save the children",West Nile,"Yumbe, Adjumani"
ID-51,Danish Refugee Council,ECHO cash programming (refugee support),ongoing project,"Risk communications, Logistics, Human resource","Personnel, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Ensure remuneration and compensation of responders",Unconditional cash support to cover basic non food needs to most vulnerable new arrivals refugees,,"Ankole, Toro","Isingiro, Kyegegwa"
ID-52,Samaritan's Purse,COVID-19 activities only,ongoing project,"Logistics, other","Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), ",,,Kampala,Kampala
ID-53,Samaritan's Purse,COVID-19 Response,new project,"Infection prevention, WASH, Risk communications, Logistics, other","Procure or construct IPC materials for health facilities, Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist. Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community,supplies personnel, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit),Provision of foot operated handwashing facilities, Procurement of soap, Improvement of WASH facilities in Isolation/Quaranteen centres, Construction / rehabilitation of 10 sanitation facilities in health centres and hospitals Mobile toilet for isolation centers, ",,,Kampala,Kampala
ID-54,Womena Uganda,Menstrual health intervention in relation to Gender-based violence (GBV),new project,"Coordination, Case management, WASH, Risk communications, Logistics, Human resource","Develop and issue information products including situational reports on COVID-19, Orientation for surge staff Technical support to local governments on COVID-19, Strengthen capacity of EHD and districts for WASH coordination, monitoring, supervision and information management, Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community, supplies, Procure disinfection consumables and biohazard waste management (bin liners, alcohol hand rub, jiks, spray pumps), Procurement of sanitizers, Procurement of soap, Ensure remuneration and compensation of responders,",,,"Acholi, Bunyoro, Kampala, Westnile","Gulu, Hoima, Kampala, Adjumani"
ID-55,Jesuit Regufee Service (JRS),Kampala Project,ongoing project,"Coordination, Case management, Mental health, Risk communications, Logistics, other","personnel, Procure disinfection consumables and biohazard waste management (bin liners, alcohol hand rub, jiks, spray pumps), Procurement of soap",,,Kampala,Kampala
ID-56,Jesuit Regufee Service (JRS),Adjumani Project,ongoing project,"Coordination, Mental health, other",Technical support to local governments on COVID-19,,,West Nile,Adjumani
ID-57,U-LEARN,COVID-19 Activities Only,ongoing project,"Surveillance, ICT innovations, Risk communications, other","Conduct rapid risk and capacity assessments at district, critical point of entry and points of congregation. Identify priority risk groups based on current surveillance data and baseline risk assessment, Implement Budget tracking and activity reporting system for the COVID-19 response, Sofware development personnel, ",,,Kampala,Kampala
ID-58,Conservation Through Public Health,"Training of park staff, porters, community volunteers and Village  Health  and Conservation Teams in containing COVID-19",new project,"Coordination, Infection prevention, Surveillance, WASH, Risk communications, Logistics, other","Technical support to local governments on COVID-19,  Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions,Contact identification, contact tracing, and contact follow up and contacts of contacts, Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist. Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of soap",,"Uganda Wildlife Authority, Bwindi Community Hospital, Mountain Gorilla Veterinary Project, Max Planck Institute, Internatinal Gorilla Conservation Programme, Solidaridad",Kigezi,"Rubanda, Kanungu, Kisoro"
ID-6,CARE International  Uganda,Women Adolescent and Youth Rights and Empowerment Project (WAY),ongoing project,"Infection prevention, Risk communications, other","Procure or construct IPC materials for health facilities, supplies",,,"Acholi, West Nile","Lamwo, Amuru, Kitgum, Agago, Yumbe, Adjumani, Arua, Moyo, Madiokollo, Obongi"
ID-60,ChildFund International,Community resilience against COVID-19 through WASH and social protection,new project,"Coordination, WASH, ICT innovations, Risk communications, Logistics, other","Strengthen capacity of EHD and districts for WASH coordination, monitoring, supervision and information management, Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, improvement of WASH, Widen scope of implementation of eMeeting, Procurement of water tanks",,"Mbale Area Federation of Communities(MAFOC), Busia Area Communities Federation(BUACOFE)","Bukedi, Elgon","Busia, Bududa, Manafwa, Mbale, Butaleja, Kibuku, Sironko, Bulambuli"
ID-61,ChildFund International,COVID-19 Activities only,ongoing project,"Coordination, WASH, ICT innovations, Mental health, Risk communications, Logistics, other","Activation of National Task Force, district task force and sub-committees, Develop and issue information products including situational reports on COVID-19, Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist. Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Support community engagement meetings on improvement of WASH, improvement of WASH, Widen scope of implementation of eMeeting, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, Procure disinfection consumables and biohazard waste management (bin liners, alcohol hand rub, jiks, spray pumps), Water, Sanitation & Hygiene transportation, last mile distribution, and other logistics costs",,"Acholi Child and Family Programme (ACFP), Masindi Child Development Federation (MACDEF), Lango Child and Community Development Federation (LACCODEF), Community Efforts for Child Empowerment (CECE), Kampala Area Federation of Communities (KAFOC), Jinja Area Communities Federation (JIACOFE), Partners for Children Worldwide (PfCW), Mbale Area Federation of Communities (MAFOC), Busia Area Communities Federation (BUACOFE)","Acholi, Bukedi ,Bunyoro, Busoga, Elgon, Kampala, Lango, North Buganda, South Buganda, Teso","Kitgum, Gulu, Agago, Busia, Budaka, Butaleja, Kibuku, Masindi, Kiryandongo, Kamuli, Jinja, Mayuge, Sironko, Mbale, Bulambuli, Kampala, Kole, Dokolo, Kwania, Kyankwanzi, Wakiso, Kaberamaido, Soroti, Serere, Amuria, Katakwi, Kapelebyong"
ID-62,Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda),"Continuity of essential services—HIV, TB, ANC and MCH amidst COVID-19 ; Infection Prevention and Control (IPC); Case management in context of COVID-19; Communication and Risk communication amidst COVID_19 environment",ongoing project,"Coordination, Infection prevention, Surveillance, Case management, WASH, ICT innovations, Risk communications, Logistics, Human resource","Conduct rapid assessments by National Rapid Response Team, Technical support to local governments on COVID-19,  Procure or construct IPC materials for health facilities, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Conduct rapid risk and capacity assessments at district, critical point of entry and points of congregation. Identify priority risk groups based on current surveillance data and baseline risk assessment, Orientation of Health care workers in Regional Referral Hospitals, Severe Acute Respiratory Illness (SARI) sentinel sites on mangemnet of suspect and confirmed cases, Orientation of high volume private facilities on detection and linking of suspect and confirmed cases to the designated isolation facilities, Assess public and private health facilities for COVID-19 readiness (including IPC capacity, on-site Oxygen production and supply, and logistics) on a quarterly basis. Delivery of medicines to patients isolated at home. This could also cover other conditions like HIV, NCDs (To be piloted), Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Implementation of the E-eLMIS, Emergency Hotline,  Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procure disinfection consumables and biohazard waste management (bin liners, alcohol hand rub, jiks, spray pumps), Procurement of infared thermometers, Procurement of sanitizers, Procurement of Sprayer,trigger bottle,handheld,1 liter, Provision of foot operated handwashing facilities, Procurement of soap, ",,,Toro,"Kabarole, Bunyangabu, Kyegegwa, Kyenjojo, Kasese, Kamwenge, Ntoroko, Bundibugyo, Kitagwenda"
ID-63,United Nations Population Fund (UNFPA),"EU Spot light , GBV/SRH integrated programme",ongoing project,"Coordination, Infection prevention, Case management, ICT innovations, Mental health, Risk communications, Logistics, other","Develop and issue information products including situational reports on COVID-19, Conduct rapid assessments by National Rapid Response Team, Facilitation of MoH Top Management Team in coordination and support to local governments, Strengthen capacity of EHD and districts for WASH coordination, monitoring, supervision and information management,Revise and disseminate adapted IPC standard operating procedures and strategy for IPC and hospital acquired infections for COVID-19 to health facilities, Procure or construct IPC materials for health facilities, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Activate Ambulance services to aid referral of patients, Orientation of Health care workers in intensive care unit, Delivery of medicines to patients isolated at home. This could also cover other conditions like HIV, NCDs (To be piloted), Pay Telecommunications UTL toll free for call center, Widen scope of implementation of eMeeting, Implementation of the E-eLMIS, Emergency Hotline,Telemedicine/telehealth approaches during and after Covid-19 pandemic, Strengthen the District routine reporting data telemedicine_orientation, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virusSupervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of medicines and supplies for patient management, Procure disinfection consumables and biohazard waste management (bin liners, alcohol hand rub, jiks, spray pumps), Procurement of infared thermometers, Offloadingand transportation of commodities fuel Transport arrangements for medical staff, Procurement of other medical equipment, procure_phones procure_internet_routers, Printing of the Public Health (COVID 19) Statutory Instrument, Procurement of sanitizers, Procurement of Sprayer,trigger bottle,handheld,1 liter, Procurement of soap, Chlorination, Procure boots, ","Voucher system to ensure women access services , Vehicles will be stationed at the health facilities and payments for fuel and driver's allowance will be made based on the vehicle log , Use district ambulances for districts to support referral services including picking mothers from home,  Pregnancy mapping","MOH, DLGs, IRC, BRAC, ACCORD","Acholi, Kampala, Karamoja, Toro, West Nile","Kitgum, Kampala, Amudat, Kyegegwa Kasese, Arua, Madiokollo"
ID-64,United Nations Population Fund (UNFPA),Reducing high fertility rates and Improving Sexual reproductive health outcomes in Uganda (DFID/RISE)RISE),ongoing project,"Coordination, Infection prevention, ICT innovations, Risk communications, Logistics, other","Activation of National Task Force, district task force and sub-committees, Develop and issue information products including situational reports on COVID-19, Technical support to local governments on COVID-19, Strengthen capacity of EHD and districts for WASH coordination, monitoring, supervision and information management,Revise and disseminate adapted IPC standard operating procedures and strategy for IPC and hospital acquired infections for COVID-19 to health facilities, Procure or construct IPC materials for health facilities, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Pay Telecommunications UTL toll free for call center, Widen scope of implementation of eMeeting, telemedicine_protocals Implementation of the E-eLMIS, Emergency Hotline, Strengthen the District routine reporting data telemedicine_orientation, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of medicines and supplies for patient management, Procure disinfection consumables and biohazard waste management (bin liners, alcohol hand rub, jiks, spray pumps), Procurement of infared thermometers, Offloadingand transportation of commodities fuel Transport arrangements for medical staff, Medical equipment maintenance costs for ICUs, Procurement of other medical equipment, Procurement of sanitizers, Procurement of Sprayer,trigger bottle,handheld,1 liter, Procurement of soap, ","Support the provision of transport to health workers  and clients (pregnant women ) to provide services and access services  respectively  and inter-facility safe ambulance referrals with toll-free numbers that will be made known to health workers in the catchment areas.Use of safe boda to distribute SRHR/FPcommodites and supplies , use of big data for persceptive analysis of SRHR and GBV current situations in collaboration with other UN agencies , implementaiion of the Getin and Safepal apps","MOH, MOES, NPA, UBOS, RAHU","Acholi, Ankole, Bunyoro, Karamoja, Kigezi, West Nile","Lamwo, Isingiro, Kikuube, Kiryandongo, Hoima, Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Amudat, Nabilatuk, Karenga, Kanungu, Yumbe, Adjumani, Arua, Koboko, Moyo, Madiokollo, Obongi"
ID-65,United Nations Population Fund (UNFPA),Enhance women’s and young people’s access and utilization of quality SRHR and GBV services(WAY Programme),ongoing project,"Coordination, Infection prevention, ICT innovations, Mental health, Risk communications, Logistics, other","Activation of National Task Force, district task force and sub-committees, Orientation for surge staff Technical support to local governments on COVID-19, Facilitation of MoH Top Management Team in coordination and support to local governments, Strengthen capacity of EHD and districts for WASH coordination, monitoring, supervision and information management,Revise and disseminate adapted IPC standard operating procedures and strategy for IPC and hospital acquired infections for COVID-19 to health facilities, Procure or construct IPC materials for health facilities, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, telemedicine_protocals Implementation of the E-eLMIS, Strengthen the District routine reporting data, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virusSupervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of medicines and supplies for patient management, Procure disinfection consumables and biohazard waste management (bin liners, alcohol hand rub, jiks, spray pumps), Procurement of infared thermometers, Offloadingand transportation of commodities Transport arrangements for medical staff, Procurement of other medical equipment, procure_teleconference_supplies Purchase Megaphones for VHTs for use at sub county level, Printing of the Public Health (COVID 19) Statutory Instrument, Procurement of sanitizers, Procurement of soap, ",,"MOH, DLGs, CARE, RAHU, OUTBOX","Acholi, West Nile","Lamwo, Amuru, Kitgum, Agago, Yumbe, Adjumani, Arua, Moyo, Madiokollo, Obongi"
ID-66,United Nations Population Fund (UNFPA),SIDA Joint SRH/GBV programme,ongoing project,"Coordination, Infection prevention, ICT innovations, Mental health, Risk communications, Logistics, other","Activation of National Task Force, district task force and sub-committees, Orientation for surge staff Technical support to local governments on COVID-19, Facilitation of MoH Top Management Team in coordination and support to local governments, Strengthen capacity of EHD and districts for WASH coordination, monitoring, supervision and information management, Procure or construct IPC materials for health facilities, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Widen scope of implementation of eMeeting, telemedicine_protocals Strengthen the District routine reporting data, Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, supplies, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of medicines and supplies for patient management, Procure disinfection consumables and biohazard waste management (bin liners, alcohol hand rub, jiks, spray pumps), Procurement of infared thermometers, fuel Transport arrangements for medical staff, Procurement of other medical equipment, Purchase Megaphones for VHTs for use at sub county level, Printing of the Public Health (COVID 19) Statutory Instrument, Procurement of soap, ",,"MOH, DLGs, IRC, BRAC, ACCORD","Acholi, Bunyoro, Kampala, Karamoja, Teso, West Nile","Gulu, Pader, Kiryandongo, Kampala, Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Nabilatuk, Karenga, Kaberamaido, Amuria, Yumbe"
ID-67,United Nations Population Fund (UNFPA),Advancing Sexual Reproductive Health and Rights in West Nile and Acholi Sub Regions in Uganda,ongoing project,"Coordination, Infection prevention, ICT innovations, Mental health, Risk communications, Logistics, Human resource","Activation of National Task Force, district task force and sub-committees, Develop and issue information products including situational reports on COVID-19, Technical support to local governments on COVID-19, Facilitation of MoH Top Management Team in coordination and support to local governments,Revise and disseminate adapted IPC standard operating procedures and strategy for IPC and hospital acquired infections for COVID-19 to health facilities, Procure or construct IPC materials for health facilities, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Pay Telecommunications UTL toll free for call center, Widen scope of implementation of eMeeting, Implementation of the E-eLMIS, Strengthen the District routine reporting data, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virusSupervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procure disinfection consumables and biohazard waste management (bin liners, alcohol hand rub, jiks, spray pumps), Procurement of infared thermometers, fuel Transport arrangements for medical staff,Procurement of sanitizers, Procurement of soap, Recruitmement of surge staff,","Voucher system to ensure women access services , Vehicles will be stationed at the health facilities and payments for fuel and driver's allowance will be made based on the vehicle log , Use district ambulances for districts to support referral services including picking mothers from home,  Pregnancy mapping","MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda","Acholi, West Nile","Lamwo, Amuru, Agago, Maracha, Pakwach, Zombo, Yumbe, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo, Obongi"
ID-68,United Nations Population Fund (UNFPA),Strengthening Capacity to Deliver and Integrated Package of Rights in Karamoja and Northern Uganda,ongoing project,"Coordination, Infection prevention, Mental health, Risk communications, Logistics, other","Activation of National Task Force, district task force and sub-committees, Develop and issue information products including situational reports on COVID-19, Technical support to local governments on COVID-19, Facilitation of MoH Top Management Team in coordination and support to local governments,Revise and disseminate adapted IPC standard operating procedures and strategy for IPC and hospital acquired infections for COVID-19 to health facilities, Procure or construct IPC materials for health facilities, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virusSupervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procure disinfection consumables and biohazard waste management (bin liners, alcohol hand rub, jiks, spray pumps), Procurement of infared thermometers, fuel Transport arrangements for medical staff, Procurement of other medical equipment, Procurement of sanitizers, Procurement of soap, Chlorination, Procure boots, ","Voucher system to ensure women access services , Vehicles will be stationed at the health facilities and payments for fuel and driver's allowance will be made based on the vehicle log , Use district ambulances for districts to support referral services including picking mothers from home,  Pregnancy mapping","MOH, DLGs, IRC, BRAC, ACCORD","Acholi, Karamoja, Lango","Omoro, Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Amudat, Nabilatuk, Karenga, Otuke"
ID-69,United Nations Population Fund (UNFPA),UNFPA Global Supplies Programme,ongoing project," Infection prevention, ICT innovations, Logistics, other","Revise and disseminate adapted IPC standard operating procedures and strategy for IPC and hospital acquired infections for COVID-19 to health facilities, Procure or construct IPC materials for health facilities, Implementation of the E-eLMIS,Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procure disinfection consumables and biohazard waste management (bin liners, alcohol hand rub, jiks, spray pumps), Procurement of infared thermometers, Procurement of other medical equipment, Procurement of sanitizers, Procurement of soap, Chlorination, Procure boots, ",,"MOH, DLGs, JMS, NMS, MSU, MSH, UFPC",West Nile,"Maracha, Pakwach, Zombo, Yumbe, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo, Obongi"
ID-7,International Justice Mission,COVID-19 activities only,new project,"Mental health, Risk communications, other",Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus ,"However, IJM is waiting to hear back about a proposal we submitted to the German government (via BMZ) for funding to put towards combatting GBV during the COVID crisis. Regardless of whether we are successful in our proposal, IJM will be  putting funds towards supporting the Uganda Child Helpline, the MGLSD (PSWOs) and Uganda Police (CID) to help them combat GBV. We are hoping to purchase motorbikes and support shelters serving vulnerable women and children.",Private counselors,Kampala,Kampala
ID-70,United Nations Population Fund (UNFPA),Maternal Health Thematic programme,ongoing project," Infection prevention, Logistics, other","Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), ",,"MOH, DLGs, UNMC, RRHs, Terrewode",West Nile,"Maracha, Pakwach, Zombo, Yumbe, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo, Obongi"
ID-71,United Nations Population Fund (UNFPA),"Together for SRH integrated SERVICES, Regional programme",ongoing project," Infection prevention, Logistics, other","Procure or construct IPC materials for health facilities, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of medicines and supplies for patient management, Procure disinfection consumables and biohazard waste management (bin liners, alcohol hand rub, jiks, spray pumps), Procurement of infared thermometers, Procurement of other medical equipment, Purchase Megaphones for VHTs for use at sub county level, Procurement of sanitizers, ",,"MOH, DLGs, AIC, MOH, DLGs, AIC",Acholi,"Lamwo, Omoro, Agago"
