ProjectID,Partner,Project,Project_Status,Pillars_supported_by_project,Activities_conducted,Other_nonpPillar_activities,Implementing_partner,Regions,Districts
ID-143,United States Agency for International Development,Communication for Health Communities,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Risk communications, Logistics, Human resource",,NA,"FHI 360, FHI 360","Kampala, Kampala","Kampala, Kampala"
ID-144,Humanity & Inclusion,Physical Rehabilitation for Persons with Disabilities,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Mental health, Risk communications, Logistics, Human resource","Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, ",continuation of acute care for person with disabilities,,West Nile,Arua
ID-145,Humanity & Inclusion,Mental Health and Psycho-social Support,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Mental health, Risk communications, Logistics, Human resource","Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, ",NA,,"Bunyoro, Toro, Bunyoro, Toro, Busoga, Toro","Kikuube, Kyegegwa, Kikuube"
ID-146,Humanity & Inclusion,Home based Inclusive Education for Children with Disabilities,new_project,"Coordination, Infection prevention, Surveillance, Case management, Mental health, Risk communications, Logistics, Human resource","Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, ",provision of home based learning for children with disabilities,,West Nile,"Yumbe, Arua, Obongi"
ID-147,World Health Organisation,WHO WHE internal response fund,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, ICT innovations, Mental health, Risk communications, Logistics, Human resource","Digitalize mechanisms for self-follow-up for those under home isolation, Implement Budget tracking and activity reporting system for the COVID-19 response, Widen scope of implementation of eMeeting, Development of tele medicine protocals, Implementation of the E-eLMIS, Telemedicine/telehealth approaches during and after Covid-19 pandemic, Strengthen the District routine  reporting data, Orientation of users on telemedicine, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, ",NA,,"Acholi, Ankole, Bukedi, Bunyoro, Busoga, Elgon, Kampala, Karamoja, Kigezi, Lango, Northbuganda, Southbuganda, Teso, Toro, West Nile","Lamwo, Omoro, Amuru, Kitgum, Gulu, Agago, Pader, Nwoya, Ibanda, Sheema, Rubirizi, Ntungamo, Mbarara, Mitooma, Kiruhura, Buhweju, Bushenyi, Isingiro, Rwampara, Kazo, Butebo, Busia, Budaka, Tororo, Butaleja, Pallisa, Kibuku, Masindi, Kagadi, Kibaale, Kikuube, Buliisa, Kakumiro, Kiryandongo, Hoima, Kamuli, Iganga, Namayingo, Luuka, Kaliro, Jinja, Buyende, Namutumba, Bugiri, Mayuge, Bugweri, Kween, Bukwo, Kapchorwa, Bududa, Manafwa, Sironko, Mbale, Namisindwa, Bulambuli, Kampala, Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Amudat, Nabilatuk, Karenga, Rukungiri, Rubanda, Rukiga, Kanungu, Kisoro, Kabale, Alebtong, Kole, Amolatar, Dokolo, Apac, Lira, Otuke, Oyam, Kwania, Buikwe, Luwero, Nakasongola, Mubende, Buvuma, Kayunga, Kyankwanzi, Kiboga, Mukono, Nakaseke, Mityana, Kassanda, Masaka, Kalangala, Wakiso, Bukomansimbi, Mpigi, Lwengo, Lyantonde, Ssembabule, Butambala, Kalungu, Kyotera, Gomba, Rakai, Bukedea, Kaberamaido, Soroti, Serere, Amuria, Katakwi, Kumi, Ngora, Kapelebyong, Kalaki, Kabarole, Bunyangabu, Kyegegwa, Kyenjojo, Kasese, Kamwenge, Ntoroko, Bundibugyo, Kitagwenda, Maracha, Pakwach, Zombo, Yumbe, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo, Obongi"
ID-148,World Health Organisation,IRISH AID,new_project,"Coordination, Infection prevention, Surveillance, Case management, ICT innovations, Mental health, Risk communications, Logistics, Human resource","Implementation of the E-eLMIS, Telemedicine/telehealth approaches during and after Covid-19 pandemic, Orientation of users on telemedicine, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, ",NA,,"Acholi, Ankole, Bukedi, Bunyoro, Busoga, Elgon, Kampala, Karamoja, Kigezi, Lango, Northbuganda, Southbuganda, Teso, Toro, West Nile","Lamwo, Omoro, Amuru, Kitgum, Gulu, Agago, Pader, Nwoya, Ibanda, Sheema, Rubirizi, Ntungamo, Mbarara, Mitooma, Kiruhura, Buhweju, Bushenyi, Isingiro, Rwampara, Kazo, Butebo, Busia, Budaka, Tororo, Butaleja, Pallisa, Kibuku, Masindi, Kagadi, Kibaale, Kikuube, Buliisa, Kakumiro, Kiryandongo, Hoima, Kamuli, Iganga, Namayingo, Luuka, Kaliro, Jinja, Buyende, Namutumba, Bugiri, Mayuge, Bugweri, Kween, Bukwo, Kapchorwa, Bududa, Manafwa, Sironko, Mbale, Namisindwa, Bulambuli, Kampala, Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Amudat, Nabilatuk, Karenga, Rukungiri, Rubanda, Rukiga, Kanungu, Kisoro, Kabale, Alebtong, Kole, Amolatar, Dokolo, Apac, Lira, Otuke, Oyam, Kwania, Buikwe, Luwero, Nakasongola, Mubende, Buvuma, Kayunga, Kyankwanzi, Kiboga, Mukono, Nakaseke, Mityana, Kassanda, Masaka, Kalangala, Wakiso, Bukomansimbi, Mpigi, Lwengo, Lyantonde, Ssembabule, Butambala, Kalungu, Kyotera, Gomba, Rakai, Bukedea, Kaberamaido, Soroti, Serere, Amuria, Katakwi, Kumi, Ngora, Kapelebyong, Kalaki, Kabarole, Bunyangabu, Kyegegwa, Kyenjojo, Kasese, Kamwenge, Ntoroko, Bundibugyo, Kitagwenda, Maracha, Pakwach, Zombo, Yumbe, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo, Obongi"
ID-149,World Health Organisation,DFID,new_project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, Human resource",,NA,,"Acholi, Ankole, Bukedi, Bunyoro, Busoga, Elgon, Kampala, Karamoja, Kigezi, Lango, Northbuganda, Southbuganda, Teso, Toro, West Nile","Lamwo, Omoro, Amuru, Kitgum, Gulu, Agago, Pader, Nwoya, Ibanda, Sheema, Rubirizi, Ntungamo, Mbarara, Mitooma, Kiruhura, Buhweju, Bushenyi, Isingiro, Rwampara, Kazo, Butebo, Busia, Budaka, Tororo, Butaleja, Pallisa, Kibuku, Masindi, Kagadi, Kibaale, Kikuube, Buliisa, Kakumiro, Kiryandongo, Hoima, Kamuli, Iganga, Namayingo, Luuka, Kaliro, Jinja, Buyende, Namutumba, Bugiri, Mayuge, Bugweri, Kween, Bukwo, Kapchorwa, Bududa, Manafwa, Sironko, Mbale, Namisindwa, Bulambuli, Kampala, Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Amudat, Nabilatuk, Karenga, Rukungiri, Rubanda, Rukiga, Kanungu, Kisoro, Kabale, Alebtong, Kole, Amolatar, Dokolo, Apac, Lira, Otuke, Oyam, Kwania, Buikwe, Luwero, Nakasongola, Mubende, Buvuma, Kayunga, Kyankwanzi, Kiboga, Mukono, Nakaseke, Mityana, Kassanda, Masaka, Kalangala, Wakiso, Bukomansimbi, Mpigi, Lwengo, Lyantonde, Ssembabule, Butambala, Kalungu, Kyotera, Gomba, Rakai, Bukedea, Kaberamaido, Soroti, Serere, Amuria, Katakwi, Kumi, Ngora, Kapelebyong, Kalaki, Kabarole, Bunyangabu, Kyegegwa, Kyenjojo, Kasese, Kamwenge, Ntoroko, Bundibugyo, Kitagwenda, Maracha, Pakwach, Zombo, Yumbe, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo, Obongi"
ID-150,World Health Organisation,DANISH,new_project,"Coordination, Infection prevention, Surveillance, Case management, Mental health, Logistics, Human resource","Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, ",NA,,"Acholi, Ankole, Bukedi, Bunyoro, Busoga, Elgon, Kampala, Karamoja, Kigezi, Lango, Northbuganda, Southbuganda, Teso, Toro, West Nile","Lamwo, Omoro, Amuru, Kitgum, Gulu, Agago, Pader, Nwoya, Ibanda, Sheema, Rubirizi, Ntungamo, Mbarara, Mitooma, Kiruhura, Buhweju, Bushenyi, Isingiro, Rwampara, Butebo, Busia, Budaka, Tororo, Butaleja, Pallisa, Kibuku, Masindi, Kagadi, Kibaale, Kikuube, Buliisa, Kakumiro, Kiryandongo, Hoima, Kamuli, Iganga, Namayingo, Luuka, Kaliro, Jinja, Buyende, Namutumba, Bugiri, Mayuge, Bugweri, Kween, Bukwo, Kapchorwa, Bududa, Manafwa, Sironko, Mbale, Namisindwa, Bulambuli, Kampala, Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Amudat, Nabilatuk, Karenga, Rukungiri, Rubanda, Rukiga, Kanungu, Kisoro, Kabale, Alebtong, Kole, Amolatar, Dokolo, Apac, Lira, Otuke, Oyam, Kwania, Buikwe, Luwero, Nakasongola, Mubende, Buvuma, Kayunga, Kyankwanzi, Kiboga, Mukono, Nakaseke, Mityana, Kassanda, Masaka, Kalangala, Wakiso, Bukomansimbi, Mpigi, Lwengo, Lyantonde, Ssembabule, Butambala, Kalungu, Kyotera, Gomba, Rakai, Bukedea, Kaberamaido, Soroti, Serere, Amuria, Katakwi, Kumi, Ngora, Kapelebyong, Kalaki, Kabarole, Bunyangabu, Kyegegwa, Kyenjojo, Kasese, Kamwenge, Ntoroko, Bundibugyo, Kitagwenda, Maracha, Pakwach, Zombo, Yumbe, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo, Obongi"
ID-151,United States Agency for International Development,Community Epidemic and Pandemic Preparedness (CP3),ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Risk communications, Logistics, Human resource",,NA,International Federation of the Red Cross (IFRC),Kampala,Kampala
ID-152,United States Agency for International Development,"Medicines, Technologies, and Pharmaceutical Services (MTaPS)",ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, Human resource",,NA,Management Sciences for Health,Kampala,Kampala
ID-153,United States Agency for International Development,Regional Health Integration to Enhance Services in Eastern Uganda (RHITES-E),ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, ICT innovations, Logistics, Human resource","Widen scope of implementation of eMeeting, Strengthen the District routine  reporting data, ",NA,"Intrahealth International, Intrahealth International, Intrahealth International, Intrahealth International","Bukedi, Elgon, Teso","Butebo, Busia, Budaka, Tororo, Butaleja, Pallisa, Kibuku, Kween, Bukwo, Kapchorwa, Bududa, Manafwa, Sironko, Mbale, Namisindwa, Bulambuli, Bukedea, Kaberamaido, Soroti, Serere, Amuria, Katakwi, Kumi, Ngora, Kapelebyong, Kalaki"
ID-154,United States Agency for International Development,Regional Health Integration to Enhance Services in East Central Uganda (RHITES-EC),ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, ICT innovations, Logistics, Human resource","Widen scope of implementation of eMeeting, Strengthen the District routine  reporting data, ",NA,"University Research Co., LLC, University Research Co., LLC, University Research Co., LLC, University Research Co., LLC",Busoga,"Kamuli, Iganga, Namayingo, Luuka, Kaliro, Jinja, Buyende, Namutumba, Bugiri, Mayuge, Bugweri"
ID-155,United States Agency for International Development,Regional Health Integration to Enhance Services in Southwest Uganda (RHITES-SW),ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, ICT innovations, Logistics, Human resource","Widen scope of implementation of eMeeting, Strengthen the District routine  reporting data, ",NA,"Elizabeth Glaser Pediatric AIDS Foundation (EGPAF), Elizabeth Glaser Pediatric AIDS Foundation (EGPAF), Elizabeth Glaser Pediatric AIDS Foundation (EGPAF), Elizabeth Glaser Pediatric AIDS Foundation (EGPAF), Elizabeth Glaser Pediatric AIDS Foundation (EGPAF)","Ankole, Kigezi","Ibanda, Sheema, Rubirizi, Ntungamo, Mbarara, Mitooma, Kiruhura, Buhweju, Bushenyi, Isingiro, Rwampara, Kazo, Rukungiri, Rubanda, Rukiga, Kanungu, Kisoro, Kabale"
ID-156,United States Agency for International Development,Regional Health Integration to Enhance Services in North Lango Uganda (RHITES-N Lango),ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, ICT innovations, Logistics, Human resource","Widen scope of implementation of eMeeting, Strengthen the District routine  reporting data, ",NA,"John Snow Inc., John Snow Inc., John Snow Inc., John Snow Inc.",Lango,"Alebtong, Kole, Amolatar, Dokolo, Apac, Lira, Otuke, Oyam, Kwania"
ID-157,United States Agency for International Development,"Regional Health Integration to Enhance Services in North Acholi, Uganda (RHITES-N Acholi)",ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, ICT innovations, Logistics, Human resource","Widen scope of implementation of eMeeting, Strengthen the District routine  reporting data, ",NA,"University Research Co., LLC, University Research Co., LLC, University Research Co., LLC",Acholi,"Lamwo, Omoro, Amuru, Kitgum, Gulu, Agago, Pader, Nwoya"
ID-158,Lutheran World Federation,"Promoting Sustainable Livelihoods, Environmental Protection and Psycho social Support among South Sudan Refugees and Host Community in Adjumani Refugee Settlement.",ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Mental health, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, ",NA,,West Nile,Adjumani
ID-159,Lutheran World Federation,Protection of Human dignity for Congolese and South Sudanese refugees in Uganda,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Mental health, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, ","Traing of VHTs, CBOs and local leaders on COVID 19 prevention and Response, Training Staff on COVID 19 Prevention",,"Acholi, Toro, West Nile, Acholi, Toro, West Nile","Lamwo, Kamwenge, Adjumani, Lamwo"
ID-160,Amref Health Africa in Uganda,SRHR project  in Amuru - Incoporated COVID -19 activities,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., ",NA,"this is implemented by Amref Health Africa only, Amref Health Africa, amref Health Africa",Acholi,Amuru
ID-161,Amref Health Africa in Uganda,Total Health  project,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., ",NA,,Acholi,Amuru
ID-162,Amref Health Africa in Uganda,Ebola PROJECT,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Risk communications, Logistics, Human resource",,NA,,West Nile,Arua
ID-163,Amref Health Africa in Uganda,MEDICAL SPECIALISED OUT REACH,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Risk communications, Logistics, Human resource",,NA,,"Acholi, Karamoja","Lamwo, Kitgum, Kaabong"
ID-164,CARE International ,Advancing Women's Economic Empowerment and Resilience in Humanitarian setting,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Risk communications, Logistics, Human resource","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., ",NA,,West Nile,"Yumbe, Adjumani"
ID-165,CARE International ,"Lifesaving GBV, Women’s Leadership, and SRMH Support for Refugees in Uganda – 2020-2022, CARE",ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Mental health, Risk communications, Logistics, Human resource","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, ",NA,,West Nile,Arua
ID-166,Save the Children International,Apolou COVID 19 Response,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, ICT innovations, Risk communications, Logistics, Human resource","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Pay Telecommunications UTL toll free for call center, ",NA,District Taskforce,Karamoja,"Moroto, Kaabong, Kotido, Amudat, Karenga"
ID-167,CARE International,Access Protection Empowerment Accountability & Leadership (APEAL),ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, ICT innovations, Mental health, Risk communications, Logistics, Human resource","Emergency Hotline, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, ","COVID 19 S/GBV Prevention/Case Management Response, Reducing the Effects of COVID 19 to Young Women and adolescent girls through Child Protection and Menstrual Health Management, Access to livelihood opportunities during COVID 19 through Youth/Village Savings & Loans Associations. Inclusion of Persons With Disabilities (PWD's) in COVID 19 response","SCI, IRC, WoMena uganda, Kabarole Resource & Research Center, Humanity Inclusion, War Child Holland, Uganda Law Society, TPO Uganda, SCI, IRC, WoMena uganda, Kabarole Resource & Research Center, Humanity Inclusion, War Child Holland, Uganda Law Society, TPO Uganda, TPO Uganda, War Child Holland, TPO Uganda, Humanity Inclusion (HI), SCI, IRC, WoMena uganda, Kabarole Resource & Research Center, Humanity Inclusion, War Child Holland, Uganda Law Society, TPO Uganda","Bunyoro, Toro, Bunyoro, Toro","Kikuube, Kyegegwa, Kikuube"
ID-168,Lutheran World Federation,SALIMA (Safeguarding Lives with Integrated Multi-sector Assistance),ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., ",NA,,"Acholi, Bunyoro, West Nile, Acholi, Bunyoro, West Nile, Bunyoro, West Nile","Lamwo, Kikuube, Adjumani, Obongi, Lamwo"
ID-169,Cordaid,WASH for COVID-19 outbreak prevention,new_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Mental health, Risk communications, Logistics, Human resource","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities by the central team, ",NA,,"Bunyoro, West Nile, Bunyoro, West Nile, West Nile","Kikuube, Arua, Kikuube"
ID-170,Clinton Health Access Initiative,COVID-19 Activities Only,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, Human resource",,NA,,"Bunyoro, Busoga, Kampala, Northbuganda, Southbuganda, Busoga, Northbuganda, Busoga","Kagadi, Kibaale, Kakumiro, Kamuli, Iganga, Kaliro, Jinja, Kampala, Mubende, Mityana, Kassanda, Masaka, Lwengo, Jinja, Mubende, Kamuli, Iganga, Kaliro"
ID-171,Save the Children International,SCI COVID 19 Response Program,new_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Mental health, Risk communications, Logistics, Human resource","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, ",NA,"N.A, Direct implementation, Direct implementation, Direct implementation, CTEN in West Nile, Direct Implementation, Direct Implementation","Bunyoro, Southbuganda, Toro, West Nile, Acholi, Bunyoro, Toro, West Nile, Karamoja, Acholi, Bunyoro, Karamoja, Southbuganda, Toro, West Nile, Acholi, Bunyoro, Kampala, Karamoja, Southbuganda, Toro, West Nile, Acholi, Karamoja, Southbuganda, West Nile, Kampala","Kikuube, Wakiso, Kyegegwa, Kasese, Kamwenge, Ntoroko, Bundibugyo, Yumbe, Adjumani, Arua, Omoro, Amuru, Gulu, Kikuube, Kasese, Ntoroko, Bundibugyo, Yumbe, Arua, Moroto, Kaabong, Kotido, Amudat, Karenga, Omoro, Amuru, Gulu, Nwoya, Kikuube, Kiryandongo, Moroto, Nakapiripirit, Napak, Nabilatuk, Karenga, Lamwo, Omoro, Amuru, Gulu, Nwoya, Kampala, Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Amudat, Nabilatuk, Karenga, Kabarole, Kyegegwa, Kasese, Kamwenge, Ntoroko, Bundibugyo, Nwoya, Nakapiripirit, Napak, Nabilatuk, Yumbe, Omoro, Moroto, Arua"
ID-172,Lutheran World Federation,"Provision of protection, legal, community services, SGBV, WASH, Energy and Environment Services for Refugees and Asylum seekers residing in Adjumani, Moyo and Lamwo",ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Mental health, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities by the central team, ",Support house holds of PSNs with Non conditional cash grant; Maintenance and care services for protection house,URDMC,"Acholi, West Nile, Acholi, West Nile","Lamwo, Adjumani, Obongi, Lamwo"
ID-173,"Infectious Diseases Institute, Makerere University",nCoV 2019 country planning grant,new_project,"Coordination, Infection prevention, Surveillance, Case management, Risk communications, Logistics, Human resource",,NA,,"Kampala, Kampala","Kampala, Kampala"
ID-174,"Infectious Diseases Institute, Makerere University",COVID-19 country Response Grant,new_project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, Human resource",,NA,,"Bunyoro, Kampala, West Nile, Bukedi, Bunyoro, Kampala, West Nile","Masindi, Kagadi, Kibaale, Kikuube, Buliisa, Kakumiro, Kiryandongo, Hoima, Kampala, Maracha, Pakwach, Zombo, Yumbe, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo, Obongi, Busia, Tororo, Masindi, Kagadi, Kibaale, Kikuube, Buliisa, Kakumiro, Kiryandongo, Hoima"
ID-175,"Infectious Diseases Institute, Makerere University",Global Health Security Partner Engagement Project,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, ICT innovations, Risk communications, Logistics, Human resource","Sofware development, Strengthen the District routine  reporting data, ",NA,HISP,"Kampala, Kigezi, West Nile","Kampala, Kanungu, Kisoro, Kabale, Maracha, Pakwach, Zombo, Yumbe, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo, Obongi"
ID-176,The Water Trust,Covid-19 activities only,new_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Risk communications, Logistics, Human resource","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., ",NA,"District govt., None, Working with Districts Kiryandongo and Masindi, District govt.",Bunyoro,"Masindi, Kiryandongo"
ID-177,Makerere University Walter Reed Project,"MUWRP has received reagents for testing COVID-19 from USAMRIID through the USAMRD-A GEIS laboratory network and have started COVID-19 testing from samples routinely collected under the ILI/SARI/influenza surveillance program samples. MUWRP ILI/SARI/influenza surveillance protocol also supports sentinel surveillance system in 4 hospitals in Uganda (Gulu, Jinja, Mulago and Kiruddu) MUWRP runs an animal influenza surveillance program with similar laboratory capabilities at Makerere University main campus and could be supported to ramp up testing where required. Makerere University Walter Project (MUWRP) supports Mukono, Kayunga, Buikwe and Buvuma districts to ensure continuity of treatment for close to 52,000 PLHIV during the COVID-19 pandemic. In collaboration with District COVID-19 task forces and the district Health Teams, MUWRP supports; IPC training for HCWs and community structures that support HIV/TB service delivery, building capacity of DHTs to provide Virtual supervision and technical assistance to health facilities, Multi-month dispensing and decentralization of delivery of medications, maintain PLHIV on ART/TB, intensifies forecasting and last mile delivery for Health Commodities and community mobilization to maintain the gains of the HIV PEPFAR program for continued access to ART/TB services.",ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, ICT innovations, Mental health, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Renew lisence for the Virtual Emergency Operation Center, Widen scope of implementation of eMeeting, Development of tele medicine protocals, Implementation of the E-eLMIS, Sofware development, Emergency Hotline, Telemedicine/telehealth approaches during and after Covid-19 pandemic, Strengthen the District routine  reporting data, Orientation of users on telemedicine, Supervise and monitor psychosocial services in the affected communities by the central team, ",NA,"MUkono, kayunga, Buvuma and Buikwe Local Governments, Mukono, Kayunga, Buvuma and Buikwe Local Governments","Busoga, Kampala, Northbuganda, Toro, Busoga, Northbuganda, Acholi, Busoga, Kampala, Northbuganda, Acholi, Busoga, Kampala, Northbuganda, Toro, Busoga, Kampala, Northbuganda, Kampala, Northbuganda","Jinja, Kampala, Buikwe, Nakasongola, Buvuma, Kayunga, Mukono, Kabarole, Kasese, Jinja, Gulu, Buikwe, Nakasongola, Buvuma, Kayunga, Kabarole, Buikwe, Buvuma, Kayunga, Mukono"
ID-178,Makerere University Walter Reed Project,MUWRP,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, ICT innovations, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Widen scope of implementation of eMeeting, Development of tele medicine protocals, Implementation of the E-eLMIS, Sofware development, Emergency Hotline, Telemedicine/telehealth approaches during and after Covid-19 pandemic, Strengthen the District routine  reporting data, Orientation of users on telemedicine, ",NA,,"Northbuganda, Kampala, Northbuganda","Buikwe, Buvuma, Kayunga, Mukono, Kampala, Buikwe, Buvuma, Kayunga, Mukono"
ID-179,Ayuda en Accion Uganda,To contribute to saving and preserving lives by reducing the negative health and economic impacts of COVID-19 pandemic in Adjumani District,new_project,"Coordination, Infection prevention, Surveillance, Case management, Mental health, Risk communications, Logistics, Human resource","Supervise and monitor psychosocial services in the affected communities by the central team, ",NA,"Jesuit Refugee Service (JRS), Community Empowerment for Rural Development (CEFORD) & Global Aim, Jesuit Refugee Service (JRS), Community Empowerment for Rural Development (CEFORD) & Global Aim, Jesuit Refugee Service (JRS) and Community Empowerment for Rural Development (CEFORD), Jesuit Refugee Service & Community Empowerment for Rural Development (CEFORD), Jesuit Refugee Service (JRS), Community Empowerment for Rural Development (CEFORD) & Global Aim, Jesuit Refugee Service (JRS), Community Empowerment for Rural Development (CEFORD) & Global Aim",West Nile,Adjumani
