"ProjectID","Partner","Project","Project_Status","Pillars_supported_by_project","Activities_conducted2","Implementing_partner","Regions","Districts"
"ID-159","Lutheran World Federation","Protection of Human dignity for Congolese and South Sudanese refugees in Uganda","Ongoing Project","Coordination, Infection prevention, Case management, WASH, Mental health, Risk communications, Logistics, Human resources","Food assistance and/or specialised nutrition foods for suspects and health workers in isolation., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of infared thermometers, Offloadingand transportation of commodities, Provision of mattresses and beddings for isolation centres, Procurement of sanitizers, Procurement of soap, Facilitation for COVID Response Teams,  Traing of VHTs, CBOs and local leaders on COVID 19 prevention and Response, Training Staff on COVID 19 Prevention","","Acholi, Toro, West Nile, Acholi, Toro, West Nile","Lamwo, Kamwenge, Adjumani, Lamwo"
"ID-160","Amref Health Africa in Uganda","SRHR project  in Amuru - Incoporated COVID -19 activities","Ongoing Project","Coordination, Infection prevention, Surveillance, Laboratory, Case management, WASH, Risk communications, Logistics, Human resources","Develop and issue information products including situational reports on COVID-19, Conduct a simulation/drill exercise, Strengthen capacity of EHD and districts for WASH coordination, monitoring, supervision and information  management, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Conduct surveillance for Hospital acquired infections for COVID-19 in health facilities., Printing and distribution of  tools: case definition, case investigation, contact tracing, alert verificatio, immediate reporting forms, Orientation of Health care workers in intensive care unit, Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of uniforms for the contract staff, Procurement of infared thermometers,","Amref Health Africa, Amref Health Africa, Amref Health Africa","Acholi","Amuru"
"ID-161","Amref Health Africa in Uganda","Total Health  project","Ongoing Project","Coordination, WASH, Risk communications, Logistics","Activation of National Task Force, district task force and sub-committees., Technical support to local governments on COVID_19 Response, Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Purchase Megaphones for VHTs for use at sub county level, Procurement of sanitizers, Procurement of soap, Procurement of water tanks, Water, Sanitation & Hygiene transportation, last mile distribution, and other logistics costs, None,","","Acholi","Amuru"
"ID-162","Amref Health Africa in Uganda","Ebola PROJECT","Ongoing Project","Coordination, Case management, Risk communications, Logistics","Activation of National Task Force, district task force and sub-committees., Technical support to local governments on COVID_19 Response, Orientation of Health care workers in Regional Referral Hospitals, Severe Acute Respiratory Illness (SARI) sentinel sites on mangemnet of suspect and confirmed cases, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Printing of the Public Health (COVID 19) Statutory Instrument, Procurement of sanitizers, Procurement of Sprayer,trigger bottle,handheld,1 liter, Procurement of soap, Water, Sanitation & Hygiene transportation, last mile distribution, and other logistics costs, None,","","West Nile","Arua"
"ID-163","Amref Health Africa in Uganda","MEDICAL SPECIALISED OUT REACH","Ongoing Project","Risk communications, Logistics","Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of uniforms for the contract staff, Procurement of medicines and supplies for patient management, Procurement of infared thermometers, Procurement of other medical equipment, Procurement of sanitizers, Procurement of soap, Chlorination, Procure boots, Water, Sanitation & Hygiene transportation, last mile distribution, and other logistics costs, None,","","Acholi, Karamoja","Lamwo, Kitgum, Kaabong"
"ID-164","CARE International ","Advancing Women's Economic Empowerment and Resilience in Humanitarian setting","Ongoing Project","Coordination, WASH, Risk communications, Logistics, Human resources","Develop and issue information products including situational reports on COVID-19, Technical support to local governments on COVID_19 Response, Facilitation of MoH Top Management Team in coordination and support to local governments, Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Procurement of sanitizers, Procurement of soap, Facilitation for COVID Response Teams,","","West Nile","Yumbe, Adjumani"
"ID-165","CARE International ","Lifesaving GBV, Women’s Leadership, and SRMH Support for Refugees in Uganda – 2020-2022, CARE","Ongoing Project","Coordination, Infection prevention, Surveillance, Laboratory, WASH, Mental health, Risk communications, Logistics","Develop and issue information products including situational reports on COVID-19, Orientation for surge staff, Technical support to local governments on COVID_19 Response, Strengthen capacity of EHD and districts for WASH coordination, monitoring, supervision and information  management, Procure or construct IPC materials for health facilities, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Orient Health workers on COVID-19 surveillance, Review and adapt training field guide for border health with a focus on COVID-19, Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of infared thermometers, Offloadingand transportation of commodities, None,","","West Nile","Arua"
"ID-166","Save the Children International","Apolou COVID 19 Response","Ongoing Project","WASH, ICT innovations, Risk communications","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Pay Telecommunications UTL toll free for call center, None,","District Taskforce","Karamoja","Moroto, Kaabong, Kotido, Amudat, Karenga"
"ID-167","CARE International","Access Protection Empowerment Accountability & Leadership (APEAL)","Ongoing Project","Coordination, Infection prevention, ICT innovations, Mental health, Risk communications, Human resources","Develop and issue information products including situational reports on COVID-19, Orientation for surge staff, Facilitation of MoH Top Management Team in coordination and support to local governments, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Emergency Hotline, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities, Finalize psychosocial support materials, Ensure remuneration and compensation of responders, Facilitation for COVID Response Teams,  COVID 19 S/GBV Prevention/Case Management Response, Reducing the Effects of COVID 19 to Young Women and adolescent girls through Child Protection and Menstrual Health Management, Access to livelihood opportunities during COVID 19 through Youth/Village Savings & Loans Associations. Inclusion of Persons With Disabilities (PWD's) in COVID 19 response","SCI, IRC, WoMena uganda, Kabarole Resource & Research Center, Humanity Inclusion, War Child Holland, Uganda Law Society, TPO Uganda, SCI, IRC, WoMena uganda, Kabarole Resource & Research Center, Humanity Inclusion, War Child Holland, Uganda Law Society, TPO Uganda, TPO Uganda, War Child Holland, TPO Uganda, Humanity Inclusion (HI), SCI, IRC, WoMena uganda, Kabarole Resource & Research Center, Humanity Inclusion, War Child Holland, Uganda Law Society, TPO Uganda","Bunyoro, Toro, Bunyoro, Toro","Kikuube, Kyegegwa, Kikuube"
"ID-168","Lutheran World Federation","SALIMA (Safeguarding Lives with Integrated Multi-sector Assistance)","Ongoing Project","WASH, Risk communications, Logistics, Human resources","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of sanitizers, Procurement of soap, Procurement of water tanks, Water, Sanitation & Hygiene transportation, last mile distribution, and other logistics costs, Facilitation for COVID Response Teams,","","Acholi, Bunyoro, West Nile, Acholi, Bunyoro, West Nile, Bunyoro, West Nile","Lamwo, Kikuube, Adjumani, Obongi, Lamwo"
"ID-169","Cordaid","WASH for COVID-19 outbreak prevention","New Project","Infection prevention, Surveillance, Laboratory, WASH, Mental health, Risk communications, Logistics, Human resources","Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Orient Health workers on COVID-19 surveillance, Contact identification, contact tracing, and contact follow up and contacts of contacts, Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of uniforms for the contract staff, Purchase Megaphones for VHTs for use at sub county level, Procurement of sanitizers, Procurement of soap, Procure boots, Water, Sanitation & Hygiene transportation, last mile distribution, and other logistics costs, Recruitment costs for additional staff, Other","","Bunyoro, West Nile, Bunyoro, West Nile, West Nile","Kikuube, Arua, Kikuube"
"ID-170","Clinton Health Access Initiative","COVID-19 Activities Only","Ongoing Project","Coordination, Infection prevention, Surveillance, Laboratory, Case management, Logistics, Human resources","Activation of National Task Force, district task force and sub-committees., Orientation and deployment of the COVID-19 National Rapid Response Team, Technical support to local governments on COVID_19 Response, Conduct surveillance for Hospital acquired infections for COVID-19 in health facilities., Conduct rapid risk and capacity assessments at district, critical point of entry and points of congregation. Identify priority risk groups based on current surveillance data and baseline risk assessment, Review, refine, and finalise surveillance guidelines, training materials and reporting tools, Printing and distribution of  tools: case definition, case investigation, contact tracing, alert verificatio, immediate reporting forms, Orient Health workers on COVID-19 surveillance, Facilitation of point of entry supervisors, Contact identification, contact tracing, and contact follow up and contacts of contacts, Orientation of Health care workers in Regional Referral Hospitals, Severe Acute Respiratory Illness (SARI) sentinel sites on mangemnet of suspect and confirmed cases, Assess public and private health facilities for COVID-19 readiness (including IPC capacity, on-site Oxygen production and supply, and logistics) on a quarterly basis., Procurement of medicines and supplies for patient management, Medical equipment maintenance costs for ICUs, Procurement of other medical equipment, Facilitation for Laboratory field sample collection officers and riders - Central region,","","Bunyoro, Busoga, Kampala, Northbuganda, Southbuganda, Busoga, Northbuganda, Busoga","Kagadi, Kibaale, Kakumiro, Kamuli, Iganga, Kaliro, Jinja, Kampala, Mubende, Mityana, Kassanda, Masaka, Lwengo, Jinja, Mubende, Kamuli, Iganga, Kaliro"
"ID-171","Save the Children International","SCI COVID 19 Response Program","New Project","Infection prevention, Case management, WASH, Mental health, Risk communications, Logistics, Human resources","Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Welfare and food assistance for quarantineed individuals in other institutions, Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of infared thermometers, Purchase Megaphones for VHTs for use at sub county level, Procurement of sanitizers, Other,","Direct implementation, Direct implementation, Direct implementation, CTEN in West Nile, Direct Implementation, Direct Implementation","Bunyoro, Southbuganda, Toro, West Nile, Acholi, Bunyoro, Toro, West Nile, Karamoja, Acholi, Bunyoro, Karamoja, Southbuganda, Toro, West Nile, Acholi, Bunyoro, Kampala, Karamoja, Southbuganda, Toro, West Nile, Acholi, Karamoja, Southbuganda, West Nile, Kampala","Kikuube, Wakiso, Kyegegwa, Kasese, Kamwenge, Ntoroko, Bundibugyo, Yumbe, Adjumani, Arua, Omoro, Amuru, Gulu, Kikuube, Kasese, Ntoroko, Bundibugyo, Yumbe, Arua, Moroto, Kaabong, Kotido, Amudat, Karenga, Omoro, Amuru, Gulu, Nwoya, Kikuube, Kiryandongo, Moroto, Nakapiripirit, Napak, Nabilatuk, Karenga, Lamwo, Omoro, Amuru, Gulu, Nwoya, Kampala, Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Amudat, Nabilatuk, Karenga, Kabarole, Kyegegwa, Kasese, Kamwenge, Ntoroko, Bundibugyo, Nwoya, Nakapiripirit, Napak, Nabilatuk, Yumbe, Omoro, Moroto, Arua"
"ID-172","Lutheran World Federation","Provision of protection, legal, community services, SGBV, WASH, Energy and Environment Services for Refugees and Asylum seekers residing in Adjumani, Moyo and Lamwo","Ongoing Project","Coordination, Infection prevention, Surveillance, Laboratory, Case management, WASH, Mental health, Risk communications, Logistics, Human resources","Activation of National Task Force, district task force and sub-committees., Food assistance and/or specialised nutrition foods for suspects and health workers in isolation., Welfare and food assistance for quarantineed individuals in other institutions, Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of sanitizers, Procurement of soap, Procurement of water tanks, Chlorination, Improvement of WASH facilities in Isolation/Quaranteen centres,  Support house holds of PSNs with Non conditional cash grant; Maintenance and care services for protection house","URDMC","Acholi, West Nile, Acholi, West Nile","Lamwo, Adjumani, Obongi, Lamwo"
"ID-173","Infectious Diseases Institute, Makerere University","nCoV 2019 country planning grant","New Project","Coordination, Infection prevention, Surveillance, Laboratory, Case management, Risk communications, Logistics, Human resources","Monitor and supervise implementation of the plan by the national level, Orientation for surge staff, Revise and disseminate adapted IPC standard operating procedures and strategy for IPC and hospital acquired infections for COVID-19 to health facilities, Review, refine, and finalise surveillance guidelines, training materials and reporting tools, Orient Health workers on COVID-19 surveillance, Orientation of Health care workers in Regional Referral Hospitals, Severe Acute Respiratory Illness (SARI) sentinel sites on mangemnet of suspect and confirmed cases, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of toner for printers and photocopiers, Hire full time staff for border health at the national and the respective Points of Entry,","","Kampala, Kampala","Kampala, Kampala"
"ID-174","Infectious Diseases Institute, Makerere University","COVID-19 country Response Grant","New Project","Infection prevention, Surveillance, Laboratory, Case management, Logistics, Human resources","Revise and disseminate adapted IPC standard operating procedures and strategy for IPC and hospital acquired infections for COVID-19 to health facilities, Procure or construct IPC materials for health facilities, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Orient Health workers on COVID-19 surveillance, Facilitation of point of entry supervisors, Case Investigation, Orientation of Health care workers in Regional Referral Hospitals, Severe Acute Respiratory Illness (SARI) sentinel sites on mangemnet of suspect and confirmed cases, Assess public and private health facilities for COVID-19 readiness (including IPC capacity, on-site Oxygen production and supply, and logistics) on a quarterly basis., Orientation of Health care workers in intensive care unit, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of infared thermometers, Procure tablets for surveillance and case management, Procurement of toner for printers and photocopiers, Procurement of sanitizers, Hire full time staff for border health at the national and the respective Points of Entry, Facilitation for COVID Response Teams,","","Bunyoro, Kampala, West Nile, Bukedi, Bunyoro, Kampala, West Nile","Masindi, Kagadi, Kibaale, Kikuube, Buliisa, Kakumiro, Kiryandongo, Hoima, Kampala, Maracha, Pakwach, Zombo, Yumbe, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo, Obongi, Busia, Tororo, Masindi, Kagadi, Kibaale, Kikuube, Buliisa, Kakumiro, Kiryandongo, Hoima"
"ID-175","Infectious Diseases Institute, Makerere University","Global Health Security Partner Engagement Project","Ongoing Project","Surveillance, Laboratory, ICT innovations, Risk communications, Logistics","Conduct rapid risk and capacity assessments at district, critical point of entry and points of congregation. Identify priority risk groups based on current surveillance data and baseline risk assessment, Review, refine, and finalise surveillance guidelines, training materials and reporting tools, Printing and distribution of  tools: case definition, case investigation, contact tracing, alert verificatio, immediate reporting forms, Orient Health workers on COVID-19 surveillance, Review and adapt training field guide for border health with a focus on COVID-19, Facilitation of point of entry supervisors, Case Investigation, Identify all centres of risk and assess them for potential foci of undetected circulation of the virus, Contact identification, contact tracing, and contact follow up and contacts of contacts, Sofware development, Strengthen the District routine  reporting data, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), None,","HISP","Kampala, Kigezi, West Nile","Kampala, Kanungu, Kisoro, Kabale, Maracha, Pakwach, Zombo, Yumbe, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo, Obongi"
"ID-176","The Water Trust","Covid-19 activities only","New Project","Infection prevention, WASH, Risk communications, Logistics","Procure or construct IPC materials for health facilities, Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Fuel and maintenance requirementst for central (delivery of medical supplies, IEC materials), Purchase Megaphones for VHTs for use at sub county level, Printing of the Public Health (COVID 19) Statutory Instrument, Procurement of sanitizers, Procurement of Sprayer,trigger bottle,handheld,1 liter, Provision of foot operated handwashing facilities, Chlorination, Procure boots, None,","District govt., Working with Districts Kiryandongo and Masindi, District govt.","Bunyoro","Masindi, Kiryandongo"
"ID-177","Makerere University Walter Reed Project","MUWRP has received reagents for testing COVID-19 from USAMRIID through the USAMRD-A GEIS laboratory network and have started COVID-19 testing from samples routinely collected under the ILI/SARI/influenza surveillance program samples. MUWRP ILI/SARI/influenza surveillance protocol also supports sentinel surveillance system in 4 hospitals in Uganda (Gulu, Jinja, Mulago and Kiruddu) MUWRP runs an animal influenza surveillance program with similar laboratory capabilities at Makerere University main campus and could be supported to ramp up testing where required. Makerere University Walter Project (MUWRP) supports Mukono, Kayunga, Buikwe and Buvuma districts to ensure continuity of treatment for close to 52,000 PLHIV during the COVID-19 pandemic. In collaboration with District COVID-19 task forces and the district Health Teams, MUWRP supports; IPC training for HCWs and community structures that support HIV/TB service delivery, building capacity of DHTs to provide Virtual supervision and technical assistance to health facilities, Multi-month dispensing and decentralization of delivery of medications, maintain PLHIV on ART/TB, intensifies forecasting and last mile delivery for Health Commodities and community mobilization to maintain the gains of the HIV PEPFAR program for continued access to ART/TB services.","Ongoing Project","Coordination, Infection prevention, Surveillance, Laboratory, Case management, WASH, ICT innovations, Mental health, Risk communications, Logistics, Human resources","Activation of National Task Force, district task force and sub-committees., Monitor and supervise implementation of the plan by the national level, Develop and issue information products including situational reports on COVID-19, Conduct a simulation/drill exercise, Orientation for surge staff, Orientation and deployment of the COVID-19 National Rapid Response Team, Conduct rapid assessments by National Rapid Response Team, Technical support to local governments on COVID_19 Response, Facilitation of MoH Top Management Team in coordination and support to local governments, Strengthen capacity of EHD and districts for WASH coordination, monitoring, supervision and information  management, Revise and disseminate adapted IPC standard operating procedures and strategy for IPC and hospital acquired infections for COVID-19 to health facilities, Procure or construct IPC materials for health facilities, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Conduct surveillance for Hospital acquired infections for COVID-19 in health facilities., Conduct rapid risk and capacity assessments at district, critical point of entry and points of congregation. Identify priority risk groups based on current surveillance data and baseline risk assessment, Review, refine, and finalise surveillance guidelines, training materials and reporting tools, Printing and distribution of  tools: case definition, case investigation, contact tracing, alert verificatio, immediate reporting forms, Orient Health workers on COVID-19 surveillance, Identify all centres of risk and assess them for potential foci of undetected circulation of the virus,","MUkono, kayunga, Buvuma and Buikwe Local Governments, Mukono, Kayunga, Buvuma and Buikwe Local Governments","Busoga, Kampala, Northbuganda, Toro, Busoga, Northbuganda, Acholi, Busoga, Kampala, Northbuganda, Acholi, Busoga, Kampala, Northbuganda, Toro, Busoga, Kampala, Northbuganda, Kampala, Northbuganda","Jinja, Kampala, Buikwe, Nakasongola, Buvuma, Kayunga, Mukono, Kabarole, Kasese, Jinja, Gulu, Buikwe, Nakasongola, Buvuma, Kayunga, Kabarole, Buikwe, Buvuma, Kayunga, Mukono"
"ID-178","Makerere University Walter Reed Project","MUWRP","Ongoing Project","Coordination, Infection prevention, Surveillance, Laboratory, Case management, WASH, ICT innovations, Risk communications, Logistics, Human resources","Activation of National Task Force, district task force and sub-committees., Monitor and supervise implementation of the plan by the national level, Conduct a simulation/drill exercise, Orientation for surge staff, Orientation and deployment of the COVID-19 National Rapid Response Team, Conduct rapid assessments by National Rapid Response Team, Technical support to local governments on COVID_19 Response, Facilitation of MoH Top Management Team in coordination and support to local governments, Strengthen capacity of EHD and districts for WASH coordination, monitoring, supervision and information  management, Revise and disseminate adapted IPC standard operating procedures and strategy for IPC and hospital acquired infections for COVID-19 to health facilities, Procure or construct IPC materials for health facilities, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Conduct surveillance for Hospital acquired infections for COVID-19 in health facilities., Conduct rapid risk and capacity assessments at district, critical point of entry and points of congregation. Identify priority risk groups based on current surveillance data and baseline risk assessment, Review, refine, and finalise surveillance guidelines, training materials and reporting tools, Printing and distribution of  tools: case definition, case investigation, contact tracing, alert verificatio, immediate reporting forms, Orient Health workers on COVID-19 surveillance, Review and adapt training field guide for border health with a focus on COVID-19, Facilitation of point of entry supervisors,","","Northbuganda, Kampala, Northbuganda","Buikwe, Buvuma, Kayunga, Mukono, Kampala, Buikwe, Buvuma, Kayunga, Mukono"
"ID-179","Ayuda en Accion Uganda","To contribute to saving and preserving lives by reducing the negative health and economic impacts of COVID-19 pandemic in Adjumani District","New Project","Coordination, Infection prevention, Surveillance, Laboratory, Case management, Mental health, Risk communications, Logistics","Technical support to local governments on COVID_19 Response, Strengthen capacity of EHD and districts for WASH coordination, monitoring, supervision and information  management, Supervise and monitor psychosocial services in the affected communities, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of sanitizers, Procurement of soap, Procurement of water tanks, None,","Jesuit Refugee Service (JRS), Community Empowerment for Rural Development (CEFORD) & Global Aim, Jesuit Refugee Service (JRS), Community Empowerment for Rural Development (CEFORD) & Global Aim, Jesuit Refugee Service (JRS) and Community Empowerment for Rural Development (CEFORD), Jesuit Refugee Service & Community Empowerment for Rural Development (CEFORD), Jesuit Refugee Service (JRS), Community Empowerment for Rural Development (CEFORD) & Global Aim, Jesuit Refugee Service (JRS), Community Empowerment for Rural Development (CEFORD) & Global Aim","West Nile","Adjumani"
"ID-180","Infectious diseases institute","Western and West Nile HIV Project","Ongoing Project","Coordination, Infection prevention, Surveillance, Laboratory, Case management, WASH, ICT innovations, Risk communications, Logistics, Human resources","Activation of National Task Force, district task force and sub-committees., Monitor and supervise implementation of the plan by the national level, Develop and issue information products including situational reports on COVID-19, Conduct a simulation/drill exercise, Orientation for surge staff, Orientation and deployment of the COVID-19 National Rapid Response Team, Conduct rapid assessments by National Rapid Response Team, Technical support to local governments on COVID_19 Response, Strengthen capacity of EHD and districts for WASH coordination, monitoring, supervision and information  management, Revise and disseminate adapted IPC standard operating procedures and strategy for IPC and hospital acquired infections for COVID-19 to health facilities, Procure or construct IPC materials for health facilities, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Conduct surveillance for Hospital acquired infections for COVID-19 in health facilities., Conduct rapid risk and capacity assessments at district, critical point of entry and points of congregation. Identify priority risk groups based on current surveillance data and baseline risk assessment, Review, refine, and finalise surveillance guidelines, training materials and reporting tools, Orient Health workers on COVID-19 surveillance, Review and adapt training field guide for border health with a focus on COVID-19, Facilitation of point of entry supervisors,","CBOs, CBOs","Bunyoro, West Nile","Masindi, Kagadi, Kibaale, Kikuube, Buliisa, Kakumiro, Kiryandongo, Hoima, Maracha, Pakwach, Zombo, Yumbe, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo, Obongi"
"ID-181","MapUganda","Mapping4Rapid Response","Ongoing Project","Coordination, Infection prevention, Surveillance, Laboratory, Case management, WASH, ICT innovations, Mental health, Risk communications, Logistics, Human resources","Develop and issue information products including situational reports on COVID-19, Other,","YouthMappers & Uganda Red Cross Society, YouthMappers & Uganda Red Cross Society, YouthMappers & Uganda Red Cross Society, YouthMappers & Uganda Red Cross Society, YouthMappers & Uganda Red Cross Society, YouthMappers & Uganda Red Cross Society, YouthMappers & Uganda Red Cross Society, YouthMappers & Uganda Red Cross Society, YouthMappers & Uganda Red Cross Society, YouthMappers & Uganda Red Cross Society","Acholi, Bukedi, Elgon, Karamoja, West Nile, Busoga, Bunyoro, Kigezi, Southbuganda, Ankole","Lamwo, Amuru, Kitgum, Busia, Tororo, Kween, Kapchorwa, Manafwa, Sironko, Moroto, Amudat, Maracha, Zombo, Arua, Namayingo, Mayuge, Buliisa, Hoima, Kisoro, Kabale, Masaka, Kalangala, Wakiso, Kyotera, Rakai, Ntungamo"
"ID-182","Ministry of Health","To strengthen the Uganda Ministry of Health capacity to coordinate one health sector response for control of HIV/AIDS epidemic and other infectious diseases","Ongoing Project","Coordination, Infection prevention","Activation of National Task Force, district task force and sub-committees., Monitor and supervise implementation of the plan by the national level, Develop and issue information products including situational reports on COVID-19, Orientation and deployment of the COVID-19 National Rapid Response Team, Conduct rapid assessments by National Rapid Response Team, Technical support to local governments on COVID_19 Response, Revise and disseminate adapted IPC standard operating procedures and strategy for IPC and hospital acquired infections for COVID-19 to health facilities, None,","","Acholi, Ankole, Bukedi, Bunyoro, Busoga, Elgon, Kampala, Karamoja, Kigezi, Lango, Northbuganda, Southbuganda, Teso, Toro, West Nile, Kampala","Lamwo, Omoro, Amuru, Kitgum, Gulu, Agago, Pader, Nwoya, Ibanda, Sheema, Rubirizi, Ntungamo, Mbarara, Mitooma, Kiruhura, Buhweju, Bushenyi, Isingiro, Rwampara, Kazo, Butebo, Busia, Budaka, Tororo, Butaleja, Pallisa, Kibuku, Masindi, Kagadi, Kibaale, Kikuube, Buliisa, Kakumiro, Kiryandongo, Hoima, Kamuli, Iganga, Namayingo, Luuka, Kaliro, Jinja, Buyende, Namutumba, Bugiri, Mayuge, Bugweri, Kween, Bukwo, Kapchorwa, Bududa, Manafwa, Sironko, Mbale, Namisindwa, Bulambuli, Kampala, Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Amudat, Nabilatuk, Karenga, Rukungiri, Rubanda, Rukiga, Kanungu, Kisoro, Kabale, Alebtong, Kole, Amolatar, Dokolo, Apac, Lira, Otuke, Oyam, Kwania, Buikwe, Luwero, Nakasongola, Mubende, Buvuma, Kayunga, Kyankwanzi, Kiboga, Mukono, Nakaseke, Mityana, Kassanda, Masaka, Kalangala, Wakiso, Bukomansimbi, Mpigi, Lwengo, Lyantonde, Ssembabule, Butambala, Kalungu, Kyotera, Gomba, Rakai, Bukedea, Kaberamaido, Soroti, Serere, Amuria, Katakwi, Kumi, Ngora, Kapelebyong, Kalaki, Kabarole, Bunyangabu, Kyegegwa, Kyenjojo, Kasese, Kamwenge, Ntoroko, Bundibugyo, Kitagwenda, Maracha, Pakwach, Zombo, Yumbe, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo, Obongi"
"ID-183","ICAP","Population Surveys in Countries Supported Under the President's Emergency Plan for AIDS Relief","Ongoing Project","Coordination, Infection prevention","Facilitation of MoH Top Management Team in coordination and support to local governments, Revise and disseminate adapted IPC standard operating procedures and strategy for IPC and hospital acquired infections for COVID-19 to health facilities, Procure or construct IPC materials for health facilities, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Conduct surveillance for Hospital acquired infections for COVID-19 in health facilities., None,","","Kampala","Kampala"
